525; 1564944437.79; 13487; 13890; 13070; 13237
526; 1564944437.83; 13497; 13887; 13064; 13230
527; 1564944437.87; 13488; 13886; 13064; 13229
528; 1564944437.91; 13491; 13893; 13072; 13234
529; 1564944437.95; 13495; 13898; 13074; 13232
530; 1564944437.99; 13496; 13897; 13073; 13231
531; 1564944438.03; 13484; 13880; 13056; 13221
532; 1564944438.08; 13476; 13867; 13044; 13228
533; 1564944438.12; 13490; 13874; 13040; 13226
534; 1564944438.16; 13226; 13879; 13046; 13230
535; 1564944438.2; 13511; 13903; 13073; 13253
536; 1564944438.24; 13253; 13895; 13055; 13232
537; 1564944438.28; 13507; 13887; 13051; 13232
538; 1564944438.32; 13232; 13881; 13050; 13230
